job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skills_list
AI03755,Principal Data Scientist,109672,USD,SE,FL,Canada,S,Norway,0,"Kubernetes, MLOps, Java, R, Git",Associate,5,Real Estate,2024-11-14,2024-12-26,1036,6.1,Predictive Systems,"['Kubernetes', 'MLOps', 'Java', 'R', 'Git']"
AI03756,Data Scientist,41775,USD,EN,CT,Japan,L,Japan,0,"Spark, TensorFlow, NLP, MLOps",Bachelor,1,Automotive,2024-09-19,2024-10-24,653,8.6,Algorithmic Solutions,"['Spark', 'TensorFlow', 'NLP', 'MLOps']"
AI03757,AI Product Manager,126213,USD,SE,CT,Sweden,S,Sweden,50,"Deep Learning, Azure, NLP, AWS, Docker",Bachelor,8,Gaming,2024-12-21,2025-02-14,2452,6.0,Cloud AI Solutions,"['Deep Learning', 'Azure', 'NLP', 'AWS', 'Docker']"
AI03758,Robotics Engineer,53577,USD,MI,FT,China,S,Israel,50,"Python, Linux, Computer Vision",PhD,3,Education,2025-01-28,2025-02-22,2232,7.9,Cloud AI Solutions,"['Python', 'Linux', 'Computer Vision']"
AI03759,Machine Learning Researcher,64394,USD,EN,CT,Sweden,M,Sweden,100,"Tableau, TensorFlow, Docker, AWS, Scala",PhD,0,Media,2025-04-18,2025-06-06,1157,9.4,Cognitive Computing,"['Tableau', 'TensorFlow', 'Docker', 'AWS', 'Scala']"
AI03760,Research Scientist,220431,USD,EX,CT,Sweden,S,Sweden,100,"Python, TensorFlow, Computer Vision, Git, Hadoop",Bachelor,16,Media,2024-07-09,2024-08-16,1767,5.0,Cognitive Computing,"['Python', 'TensorFlow', 'Computer Vision', 'Git', 'Hadoop']"
AI03761,Head of AI,153029,GBP,SE,PT,United Kingdom,M,United Kingdom,100,"Mathematics, Python, NLP, Spark, Deep Learning",PhD,6,Energy,2025-04-09,2025-06-15,2372,7.0,DataVision Ltd,"['Mathematics', 'Python', 'NLP', 'Spark', 'Deep Learning']"
AI03762,AI Specialist,162760,USD,MI,CT,Switzerland,L,Norway,100,"Docker, SQL, PyTorch, Data Visualization",Master,3,Transportation,2025-01-13,2025-03-25,1376,5.1,Future Systems,"['Docker', 'SQL', 'PyTorch', 'Data Visualization']"
AI03763,Machine Learning Researcher,71240,EUR,MI,FL,Netherlands,S,Netherlands,0,"Linux, Python, Statistics, Data Visualization",PhD,2,Consulting,2024-02-01,2024-02-16,1386,7.8,DataVision Ltd,"['Linux', 'Python', 'Statistics', 'Data Visualization']"
AI03764,Computer Vision Engineer,85416,USD,SE,FL,Japan,S,Japan,50,"Scala, Mathematics, Computer Vision, Linux, Kubernetes",Master,6,Energy,2024-12-30,2025-02-11,1995,6.6,Advanced Robotics,"['Scala', 'Mathematics', 'Computer Vision', 'Linux', 'Kubernetes']"
AI03765,NLP Engineer,130100,USD,MI,FT,Denmark,L,Denmark,50,"PyTorch, Hadoop, Linux, TensorFlow, Azure",Master,4,Finance,2024-07-19,2024-09-09,1062,6.2,DeepTech Ventures,"['PyTorch', 'Hadoop', 'Linux', 'TensorFlow', 'Azure']"
AI03766,Data Scientist,162500,USD,SE,CT,Sweden,L,Sweden,0,"GCP, Java, Git",Master,8,Telecommunications,2025-03-11,2025-04-06,1529,8.4,Future Systems,"['GCP', 'Java', 'Git']"
AI03767,Machine Learning Engineer,63456,USD,EN,CT,Japan,L,Singapore,0,"SQL, MLOps, Python, PyTorch, Tableau",Associate,1,Transportation,2024-10-04,2024-10-24,2013,9.9,DeepTech Ventures,"['SQL', 'MLOps', 'Python', 'PyTorch', 'Tableau']"
AI03768,Research Scientist,166809,USD,SE,CT,Norway,L,Norway,0,"Python, Kubernetes, Linux, GCP",PhD,6,Telecommunications,2024-03-25,2024-04-11,1795,8.8,Machine Intelligence Group,"['Python', 'Kubernetes', 'Linux', 'GCP']"
AI03769,AI Research Scientist,59741,USD,EN,CT,Canada,L,Japan,100,"Git, Python, TensorFlow",Bachelor,1,Telecommunications,2024-09-10,2024-10-16,948,6.6,AI Innovations,"['Git', 'Python', 'TensorFlow']"
AI03770,ML Ops Engineer,104892,USD,EX,PT,China,M,Sweden,0,"GCP, Kubernetes, SQL, Docker",Associate,11,Finance,2024-11-14,2025-01-13,1048,7.0,Digital Transformation LLC,"['GCP', 'Kubernetes', 'SQL', 'Docker']"
AI03771,Autonomous Systems Engineer,122324,USD,EX,FT,Japan,L,Japan,0,"SQL, GCP, NLP",Master,12,Gaming,2024-11-05,2024-12-27,1136,9.1,Advanced Robotics,"['SQL', 'GCP', 'NLP']"
AI03772,ML Ops Engineer,157840,USD,EX,PT,India,S,India,50,"GCP, Docker, Linux, Java",Associate,18,Media,2024-12-13,2025-01-28,1096,9.5,DataVision Ltd,"['GCP', 'Docker', 'Linux', 'Java']"
AI03773,AI Specialist,52834,USD,EN,CT,Sweden,S,Sweden,0,"Computer Vision, AWS, NLP",Master,1,Manufacturing,2024-02-20,2024-04-08,1353,5.3,Machine Intelligence Group,"['Computer Vision', 'AWS', 'NLP']"
AI03774,AI Research Scientist,40727,USD,EN,FL,India,S,India,50,"SQL, Hadoop, TensorFlow, Spark",Bachelor,1,Healthcare,2024-10-10,2024-12-18,2495,5.4,Digital Transformation LLC,"['SQL', 'Hadoop', 'TensorFlow', 'Spark']"
AI03775,AI Software Engineer,77350,USD,MI,CT,India,L,India,50,"Python, Hadoop, TensorFlow, Computer Vision, Azure",PhD,2,Gaming,2024-07-30,2024-09-02,1176,8.4,Future Systems,"['Python', 'Hadoop', 'TensorFlow', 'Computer Vision', 'Azure']"
AI03776,AI Consultant,48422,USD,EN,PT,South Korea,M,South Korea,100,"PyTorch, Java, Scala",Associate,0,Manufacturing,2025-01-28,2025-03-27,1961,9.6,DeepTech Ventures,"['PyTorch', 'Java', 'Scala']"
AI03777,Robotics Engineer,92369,USD,SE,PT,Japan,L,Japan,50,"AWS, Python, Hadoop, Computer Vision",Bachelor,8,Consulting,2024-10-14,2024-10-30,1974,8.0,Algorithmic Solutions,"['AWS', 'Python', 'Hadoop', 'Computer Vision']"
AI03778,Data Engineer,66712,USD,MI,FL,China,L,China,0,"PyTorch, Statistics, Tableau, MLOps, TensorFlow",Master,2,Retail,2025-02-27,2025-04-18,2069,7.3,AI Innovations,"['PyTorch', 'Statistics', 'Tableau', 'MLOps', 'TensorFlow']"
AI03779,AI Product Manager,121559,USD,EX,FT,Austria,S,Austria,50,"Kubernetes, Hadoop, Python, Tableau",Bachelor,10,Finance,2024-05-02,2024-06-02,1834,8.6,Quantum Computing Inc,"['Kubernetes', 'Hadoop', 'Python', 'Tableau']"
AI03780,AI Architect,98132,USD,MI,FT,Singapore,L,Japan,0,"Git, Deep Learning, MLOps, Java",Bachelor,4,Technology,2024-08-19,2024-10-29,1872,5.6,Future Systems,"['Git', 'Deep Learning', 'MLOps', 'Java']"
AI03781,Principal Data Scientist,50746,GBP,EN,PT,United Kingdom,S,Sweden,100,"Java, NLP, Mathematics, Scala",Master,1,Education,2024-06-23,2024-07-22,1804,10.0,Autonomous Tech,"['Java', 'NLP', 'Mathematics', 'Scala']"
AI03782,Deep Learning Engineer,51038,USD,EN,PT,South Korea,S,South Korea,100,"Java, PyTorch, Spark, Statistics, Azure",Master,0,Education,2024-11-02,2024-12-11,641,8.0,Cloud AI Solutions,"['Java', 'PyTorch', 'Spark', 'Statistics', 'Azure']"
AI03783,Autonomous Systems Engineer,190045,USD,EX,FL,Singapore,L,United States,50,"Python, R, Data Visualization, NLP",Master,11,Healthcare,2024-12-12,2025-02-04,756,5.2,Future Systems,"['Python', 'R', 'Data Visualization', 'NLP']"
AI03784,Computer Vision Engineer,149957,EUR,EX,CT,Germany,S,Netherlands,0,"Docker, AWS, SQL, PyTorch, Scala",PhD,16,Automotive,2024-09-09,2024-10-26,753,9.5,Neural Networks Co,"['Docker', 'AWS', 'SQL', 'PyTorch', 'Scala']"
AI03785,Deep Learning Engineer,116298,USD,EX,FT,China,M,China,0,"PyTorch, Deep Learning, Azure, NLP, GCP",Master,18,Gaming,2024-03-30,2024-05-21,1485,5.6,Neural Networks Co,"['PyTorch', 'Deep Learning', 'Azure', 'NLP', 'GCP']"
AI03786,AI Specialist,67237,USD,MI,PT,Austria,M,Austria,0,"Computer Vision, Azure, Spark",Bachelor,4,Automotive,2024-02-01,2024-03-18,2013,6.1,Advanced Robotics,"['Computer Vision', 'Azure', 'Spark']"
AI03787,Robotics Engineer,80433,USD,EN,PT,Australia,L,Finland,0,"Java, Computer Vision, Docker, R, Tableau",Associate,0,Retail,2024-02-17,2024-04-15,1989,6.7,AI Innovations,"['Java', 'Computer Vision', 'Docker', 'R', 'Tableau']"
AI03788,Machine Learning Researcher,94586,USD,EX,CT,Israel,S,Israel,100,"Scala, Python, NLP",Master,15,Finance,2024-02-05,2024-03-12,2280,8.9,AI Innovations,"['Scala', 'Python', 'NLP']"
AI03789,Data Engineer,56686,USD,EN,CT,Sweden,M,Australia,50,"Linux, Kubernetes, NLP, MLOps, Git",PhD,1,Transportation,2024-08-18,2024-09-29,1978,5.4,Digital Transformation LLC,"['Linux', 'Kubernetes', 'NLP', 'MLOps', 'Git']"
AI03790,Data Scientist,142089,USD,SE,FL,Canada,M,Canada,100,"Kubernetes, Statistics, Computer Vision, Hadoop",Master,9,Retail,2024-06-13,2024-07-17,765,9.8,Advanced Robotics,"['Kubernetes', 'Statistics', 'Computer Vision', 'Hadoop']"
AI03791,Data Engineer,114960,EUR,SE,FT,Germany,M,Germany,50,"SQL, Java, Data Visualization, PyTorch, Deep Learning",Bachelor,6,Manufacturing,2024-12-26,2025-03-06,722,6.6,Future Systems,"['SQL', 'Java', 'Data Visualization', 'PyTorch', 'Deep Learning']"
AI03792,Data Analyst,99196,USD,MI,FL,Sweden,S,United Kingdom,50,"Data Visualization, Git, AWS",Associate,4,Government,2024-09-29,2024-12-01,1708,6.3,Autonomous Tech,"['Data Visualization', 'Git', 'AWS']"
AI03793,Deep Learning Engineer,158079,USD,EX,CT,Singapore,S,Singapore,50,"Linux, Computer Vision, SQL",Master,11,Consulting,2024-10-05,2024-11-11,1768,8.9,DeepTech Ventures,"['Linux', 'Computer Vision', 'SQL']"
AI03794,Principal Data Scientist,74824,USD,MI,FL,South Korea,M,South Korea,0,"Linux, TensorFlow, PyTorch, Statistics",Master,4,Transportation,2024-04-20,2024-05-15,1486,5.2,Digital Transformation LLC,"['Linux', 'TensorFlow', 'PyTorch', 'Statistics']"
AI03795,Robotics Engineer,62469,EUR,EN,PT,France,L,Sweden,100,"Python, Azure, GCP, Docker",Associate,0,Transportation,2025-02-08,2025-03-09,934,6.3,Quantum Computing Inc,"['Python', 'Azure', 'GCP', 'Docker']"
AI03796,Data Analyst,89123,USD,MI,FT,Australia,S,Switzerland,50,"MLOps, Azure, Mathematics, Computer Vision, Python",Bachelor,2,Manufacturing,2024-10-18,2024-12-30,1266,7.1,Cloud AI Solutions,"['MLOps', 'Azure', 'Mathematics', 'Computer Vision', 'Python']"
AI03797,AI Product Manager,50197,USD,EN,CT,India,S,India,50,"Tableau, TensorFlow, Scala",Associate,1,Media,2025-04-01,2025-05-07,1467,8.0,Autonomous Tech,"['Tableau', 'TensorFlow', 'Scala']"
AI03798,Deep Learning Engineer,151627,USD,SE,FT,Sweden,M,Sweden,100,"R, SQL, Git",PhD,9,Transportation,2024-05-23,2024-07-07,573,8.3,Digital Transformation LLC,"['R', 'SQL', 'Git']"
AI03799,NLP Engineer,74725,EUR,MI,CT,France,M,France,100,"Kubernetes, Python, MLOps",Master,3,Finance,2025-03-06,2025-04-21,1774,7.9,Advanced Robotics,"['Kubernetes', 'Python', 'MLOps']"
AI03800,Robotics Engineer,203278,USD,EX,PT,Finland,L,Finland,50,"Git, Docker, Tableau",Associate,19,Technology,2024-08-24,2024-09-09,1740,6.7,Quantum Computing Inc,"['Git', 'Docker', 'Tableau']"
AI03801,AI Architect,66339,USD,MI,PT,Ireland,M,Denmark,50,"GCP, Python, TensorFlow",Bachelor,4,Education,2024-02-23,2024-03-22,1027,5.3,Cognitive Computing,"['GCP', 'Python', 'TensorFlow']"
AI03802,AI Software Engineer,75954,USD,SE,FL,Israel,M,Israel,100,"Statistics, Data Visualization, R",Associate,9,Transportation,2024-01-27,2024-03-24,2456,5.7,Predictive Systems,"['Statistics', 'Data Visualization', 'R']"
AI03803,AI Software Engineer,41869,USD,EN,FT,Austria,S,Austria,50,"Docker, SQL, Spark, R, Computer Vision",PhD,0,Education,2025-01-16,2025-01-31,954,8.5,Quantum Computing Inc,"['Docker', 'SQL', 'Spark', 'R', 'Computer Vision']"
AI03804,AI Architect,68077,USD,SE,FL,Finland,S,Finland,0,"Kubernetes, MLOps, Tableau, Linux",PhD,9,Retail,2025-03-16,2025-05-13,1655,8.7,Machine Intelligence Group,"['Kubernetes', 'MLOps', 'Tableau', 'Linux']"
AI03805,Principal Data Scientist,140296,EUR,SE,CT,Netherlands,S,Netherlands,50,"SQL, AWS, Data Visualization",PhD,9,Finance,2024-10-13,2024-11-23,2083,8.9,Autonomous Tech,"['SQL', 'AWS', 'Data Visualization']"
AI03806,Data Analyst,88788,USD,MI,PT,Israel,L,Israel,50,"Tableau, Kubernetes, Linux",Associate,4,Education,2024-04-17,2024-05-30,773,7.0,DeepTech Ventures,"['Tableau', 'Kubernetes', 'Linux']"
AI03807,NLP Engineer,61507,USD,EN,CT,Austria,L,Ireland,100,"Scala, Deep Learning, Mathematics, Python, Git",Master,0,Gaming,2025-03-16,2025-05-10,1118,9.1,Digital Transformation LLC,"['Scala', 'Deep Learning', 'Mathematics', 'Python', 'Git']"
AI03808,Data Analyst,135898,USD,EX,FL,Finland,M,Finland,100,"NLP, R, Spark, GCP",Associate,10,Telecommunications,2024-10-09,2024-12-17,1937,9.7,Cognitive Computing,"['NLP', 'R', 'Spark', 'GCP']"
AI03809,Robotics Engineer,80761,EUR,MI,CT,Germany,S,Germany,50,"Linux, SQL, Statistics, Deep Learning, Python",PhD,3,Gaming,2025-02-14,2025-03-31,500,5.7,Cognitive Computing,"['Linux', 'SQL', 'Statistics', 'Deep Learning', 'Python']"
AI03810,NLP Engineer,53937,USD,EN,FT,South Korea,M,South Korea,50,"Scala, Statistics, R, Linux, Tableau",Master,1,Automotive,2024-09-09,2024-10-30,882,7.7,Machine Intelligence Group,"['Scala', 'Statistics', 'R', 'Linux', 'Tableau']"
AI03811,Autonomous Systems Engineer,95898,USD,SE,CT,China,S,China,100,"Tableau, Python, TensorFlow",Master,6,Manufacturing,2025-01-02,2025-03-16,1639,6.3,TechCorp Inc,"['Tableau', 'Python', 'TensorFlow']"
AI03812,Autonomous Systems Engineer,81949,USD,MI,PT,Sweden,M,Sweden,100,"GCP, SQL, Hadoop, Azure, PyTorch",Associate,4,Consulting,2024-06-17,2024-07-04,628,5.8,DeepTech Ventures,"['GCP', 'SQL', 'Hadoop', 'Azure', 'PyTorch']"
AI03813,Robotics Engineer,137417,USD,SE,FL,Sweden,L,Sweden,50,"MLOps, Statistics, Python, Computer Vision",PhD,9,Media,2024-07-25,2024-08-14,922,6.6,Quantum Computing Inc,"['MLOps', 'Statistics', 'Python', 'Computer Vision']"
AI03814,Head of AI,98945,USD,SE,PT,Japan,L,Japan,0,"Mathematics, Tableau, Deep Learning, NLP, Git",PhD,8,Education,2024-04-20,2024-05-06,770,8.8,Future Systems,"['Mathematics', 'Tableau', 'Deep Learning', 'NLP', 'Git']"
AI03815,Computer Vision Engineer,53213,USD,MI,CT,Ireland,M,China,100,"PyTorch, TensorFlow, Linux",PhD,3,Government,2024-07-26,2024-08-17,823,5.2,Autonomous Tech,"['PyTorch', 'TensorFlow', 'Linux']"
AI03816,NLP Engineer,138691,USD,EX,FT,South Korea,S,South Korea,0,"Docker, Scala, Linux, AWS",Bachelor,16,Transportation,2024-08-25,2024-10-05,1753,7.2,DataVision Ltd,"['Docker', 'Scala', 'Linux', 'AWS']"
AI03817,AI Consultant,236640,USD,EX,FT,Singapore,S,Denmark,50,"Scala, Python, Linux, Statistics, AWS",Associate,13,Energy,2024-09-11,2024-10-21,2449,8.3,Predictive Systems,"['Scala', 'Python', 'Linux', 'Statistics', 'AWS']"
AI03818,Head of AI,47961,USD,EN,FL,Austria,L,Austria,100,"Python, GCP, Kubernetes, TensorFlow, Docker",Bachelor,1,Education,2024-10-08,2024-11-09,1876,8.6,DataVision Ltd,"['Python', 'GCP', 'Kubernetes', 'TensorFlow', 'Docker']"
AI03819,Computer Vision Engineer,83562,USD,MI,CT,China,L,Finland,50,"NLP, Scala, Java, Mathematics, Computer Vision",Master,2,Consulting,2025-02-04,2025-03-17,1679,6.2,Cloud AI Solutions,"['NLP', 'Scala', 'Java', 'Mathematics', 'Computer Vision']"
AI03820,ML Ops Engineer,124327,EUR,SE,FT,France,S,Austria,0,"Hadoop, Kubernetes, Docker, Python",Bachelor,7,Manufacturing,2024-02-04,2024-03-16,2139,8.6,TechCorp Inc,"['Hadoop', 'Kubernetes', 'Docker', 'Python']"
AI03821,AI Consultant,37856,USD,EN,PT,China,S,China,0,"MLOps, Deep Learning, AWS, Linux",Master,1,Automotive,2025-03-28,2025-04-11,1935,5.4,Neural Networks Co,"['MLOps', 'Deep Learning', 'AWS', 'Linux']"
AI03822,Data Engineer,85114,EUR,EN,FL,France,L,France,50,"Computer Vision, MLOps, R, Python",Master,0,Healthcare,2025-02-11,2025-03-15,1498,5.2,Cloud AI Solutions,"['Computer Vision', 'MLOps', 'R', 'Python']"
AI03823,Machine Learning Engineer,71395,USD,EN,PT,Sweden,M,Sweden,50,"Mathematics, Java, R, SQL",Bachelor,1,Automotive,2024-08-07,2024-09-28,2145,6.1,Cognitive Computing,"['Mathematics', 'Java', 'R', 'SQL']"
AI03824,Machine Learning Engineer,92906,USD,SE,PT,Finland,L,Finland,100,"Linux, Python, SQL, Git",PhD,7,Real Estate,2025-02-02,2025-04-10,1716,6.8,Cognitive Computing,"['Linux', 'Python', 'SQL', 'Git']"
AI03825,Autonomous Systems Engineer,44217,USD,EN,CT,Japan,L,Japan,100,"Mathematics, Git, Data Visualization",Bachelor,0,Energy,2024-02-22,2024-04-04,2003,7.1,Digital Transformation LLC,"['Mathematics', 'Git', 'Data Visualization']"
AI03826,NLP Engineer,69700,EUR,EN,CT,Netherlands,L,Sweden,50,"Azure, SQL, Python, Scala",Associate,0,Real Estate,2024-01-28,2024-03-01,628,6.6,Digital Transformation LLC,"['Azure', 'SQL', 'Python', 'Scala']"
AI03827,Research Scientist,71471,USD,EN,FL,Sweden,S,Sweden,50,"Tableau, Hadoop, Computer Vision",Bachelor,1,Gaming,2024-02-29,2024-04-17,1744,7.2,Smart Analytics,"['Tableau', 'Hadoop', 'Computer Vision']"
AI03828,AI Architect,95976,USD,SE,FL,Finland,L,India,0,"AWS, Git, Tableau, MLOps, Java",Associate,7,Government,2025-04-26,2025-07-06,2160,5.4,Neural Networks Co,"['AWS', 'Git', 'Tableau', 'MLOps', 'Java']"
AI03829,AI Specialist,237642,EUR,EX,FL,France,M,France,0,"Java, SQL, Linux",Bachelor,11,Real Estate,2025-02-24,2025-04-08,728,7.8,Advanced Robotics,"['Java', 'SQL', 'Linux']"
AI03830,Principal Data Scientist,103742,USD,MI,FT,Switzerland,M,Sweden,50,"Git, Java, Data Visualization, MLOps",PhD,4,Retail,2024-06-25,2024-08-22,1081,6.7,Cognitive Computing,"['Git', 'Java', 'Data Visualization', 'MLOps']"
AI03831,AI Consultant,102560,USD,EN,FT,Denmark,L,Denmark,0,"Java, Mathematics, SQL, Hadoop",Bachelor,1,Telecommunications,2024-04-07,2024-05-25,875,7.0,Predictive Systems,"['Java', 'Mathematics', 'SQL', 'Hadoop']"
AI03832,ML Ops Engineer,52861,EUR,EN,FL,Netherlands,S,Australia,50,"Computer Vision, PyTorch, Linux",Master,0,Manufacturing,2024-05-10,2024-06-01,1783,6.8,DeepTech Ventures,"['Computer Vision', 'PyTorch', 'Linux']"
AI03833,AI Architect,165526,EUR,SE,FT,Germany,L,Germany,0,"Kubernetes, TensorFlow, Hadoop, Mathematics, Python",PhD,8,Retail,2024-11-08,2024-12-26,1003,9.4,TechCorp Inc,"['Kubernetes', 'TensorFlow', 'Hadoop', 'Mathematics', 'Python']"
AI03834,Head of AI,185858,USD,EX,CT,India,L,South Korea,50,"Python, R, Java, MLOps",Bachelor,13,Telecommunications,2024-10-07,2024-11-20,1755,8.5,Cognitive Computing,"['Python', 'R', 'Java', 'MLOps']"
AI03835,AI Research Scientist,97285,EUR,MI,FT,France,L,United States,50,"Tableau, Docker, Linux",Bachelor,2,Consulting,2024-05-25,2024-06-27,1151,7.3,TechCorp Inc,"['Tableau', 'Docker', 'Linux']"
AI03836,AI Product Manager,78496,EUR,EN,PT,Netherlands,M,Netherlands,50,"Hadoop, Statistics, Scala",Bachelor,1,Government,2024-03-12,2024-04-01,1476,10.0,Cloud AI Solutions,"['Hadoop', 'Statistics', 'Scala']"
AI03837,AI Product Manager,97293,EUR,MI,PT,Germany,M,United States,50,"R, TensorFlow, AWS",PhD,3,Transportation,2025-03-12,2025-03-27,990,8.7,Future Systems,"['R', 'TensorFlow', 'AWS']"
AI03838,Computer Vision Engineer,87018,USD,SE,CT,Japan,S,Japan,0,"AWS, Python, Hadoop, Git, TensorFlow",Master,9,Consulting,2024-12-25,2025-02-12,543,7.1,Machine Intelligence Group,"['AWS', 'Python', 'Hadoop', 'Git', 'TensorFlow']"
AI03839,ML Ops Engineer,111120,EUR,MI,FT,Netherlands,L,Netherlands,50,"PyTorch, Spark, Hadoop, TensorFlow",Associate,3,Government,2025-03-14,2025-04-02,2052,6.4,Cognitive Computing,"['PyTorch', 'Spark', 'Hadoop', 'TensorFlow']"
AI03840,Data Analyst,60556,EUR,EN,FL,Netherlands,S,Finland,50,"TensorFlow, GCP, Python, R",Associate,0,Transportation,2024-09-11,2024-10-03,1717,9.6,Autonomous Tech,"['TensorFlow', 'GCP', 'Python', 'R']"
AI03841,Computer Vision Engineer,38472,USD,EN,FL,Ireland,S,Ireland,0,"Scala, Azure, TensorFlow, Git, Hadoop",PhD,0,Real Estate,2025-02-08,2025-03-18,1550,6.0,Cognitive Computing,"['Scala', 'Azure', 'TensorFlow', 'Git', 'Hadoop']"
AI03842,AI Architect,61621,USD,MI,FL,Israel,S,Israel,100,"Python, GCP, Git",Bachelor,2,Media,2024-04-24,2024-05-09,537,9.5,AI Innovations,"['Python', 'GCP', 'Git']"
AI03843,AI Consultant,222455,EUR,EX,PT,Germany,L,Germany,50,"Linux, Java, Docker, GCP",Bachelor,14,Manufacturing,2024-11-26,2024-12-28,1194,7.6,Neural Networks Co,"['Linux', 'Java', 'Docker', 'GCP']"
AI03844,NLP Engineer,188338,USD,EX,FT,United States,S,France,100,"TensorFlow, Python, Java, PyTorch",Bachelor,15,Consulting,2025-03-16,2025-04-24,2333,9.3,Predictive Systems,"['TensorFlow', 'Python', 'Java', 'PyTorch']"
AI03845,ML Ops Engineer,89298,USD,SE,FL,Japan,S,Japan,100,"Spark, Python, Tableau",Associate,9,Retail,2024-04-19,2024-06-01,1741,8.8,Cognitive Computing,"['Spark', 'Python', 'Tableau']"
AI03846,Data Scientist,235929,USD,EX,FT,United States,S,Australia,50,"Java, Python, Hadoop, Mathematics, TensorFlow",PhD,19,Automotive,2025-01-24,2025-03-30,772,6.0,Future Systems,"['Java', 'Python', 'Hadoop', 'Mathematics', 'TensorFlow']"
AI03847,AI Specialist,62625,USD,MI,CT,Japan,L,Norway,50,"Computer Vision, Statistics, Hadoop, Python, Java",Master,3,Transportation,2024-06-15,2024-08-23,1261,9.8,Cloud AI Solutions,"['Computer Vision', 'Statistics', 'Hadoop', 'Python', 'Java']"
AI03848,Autonomous Systems Engineer,176543,USD,SE,PT,Switzerland,M,Switzerland,100,"Statistics, Linux, SQL, Python, Git",Bachelor,5,Government,2025-04-01,2025-04-24,1891,5.0,Machine Intelligence Group,"['Statistics', 'Linux', 'SQL', 'Python', 'Git']"
AI03849,Deep Learning Engineer,100259,USD,SE,CT,Austria,L,Austria,100,"MLOps, GCP, R",Associate,8,Manufacturing,2024-12-05,2025-02-04,1372,5.3,AI Innovations,"['MLOps', 'GCP', 'R']"
AI03850,Deep Learning Engineer,87466,USD,MI,CT,Canada,M,Canada,100,"Linux, Git, SQL, Python, Java",Bachelor,3,Finance,2025-03-21,2025-04-23,1660,7.9,Advanced Robotics,"['Linux', 'Git', 'SQL', 'Python', 'Java']"
AI03851,Machine Learning Engineer,70715,USD,SE,CT,Israel,S,Israel,100,"TensorFlow, R, Java, NLP, Azure",Associate,6,Government,2024-12-08,2025-01-16,1656,6.4,Cloud AI Solutions,"['TensorFlow', 'R', 'Java', 'NLP', 'Azure']"
AI03852,Principal Data Scientist,177134,GBP,SE,FL,United Kingdom,L,United Kingdom,0,"Linux, Docker, Kubernetes, AWS, Azure",PhD,6,Technology,2024-05-12,2024-06-14,542,8.4,Smart Analytics,"['Linux', 'Docker', 'Kubernetes', 'AWS', 'Azure']"
AI03853,Deep Learning Engineer,167042,USD,SE,CT,Sweden,L,Sweden,100,"Spark, Statistics, Data Visualization, MLOps",Bachelor,8,Media,2025-01-26,2025-03-05,2116,9.5,Advanced Robotics,"['Spark', 'Statistics', 'Data Visualization', 'MLOps']"
AI03854,NLP Engineer,54672,USD,EN,FT,Sweden,S,Sweden,0,"Spark, AWS, Git",Bachelor,1,Telecommunications,2024-11-12,2024-12-06,1182,6.8,Predictive Systems,"['Spark', 'AWS', 'Git']"
AI03855,Autonomous Systems Engineer,156765,USD,SE,FT,United States,M,United States,50,"Python, Data Visualization, Azure",PhD,6,Consulting,2024-02-15,2024-04-01,892,5.9,Future Systems,"['Python', 'Data Visualization', 'Azure']"
AI03856,Autonomous Systems Engineer,158932,USD,MI,PT,Switzerland,L,Switzerland,50,"PyTorch, NLP, GCP, Statistics",Associate,2,Education,2024-03-01,2024-03-22,1031,7.0,Autonomous Tech,"['PyTorch', 'NLP', 'GCP', 'Statistics']"
AI03857,Machine Learning Researcher,122912,USD,SE,FL,Norway,S,Norway,50,"R, GCP, SQL, Data Visualization",Master,7,Healthcare,2024-01-16,2024-03-17,1227,5.1,TechCorp Inc,"['R', 'GCP', 'SQL', 'Data Visualization']"
AI03858,Deep Learning Engineer,95715,USD,MI,FL,Australia,M,Australia,100,"Tableau, Linux, Java",PhD,4,Government,2024-06-25,2024-08-12,2004,9.3,DeepTech Ventures,"['Tableau', 'Linux', 'Java']"
AI03859,AI Product Manager,68840,EUR,MI,FT,Germany,S,Germany,50,"MLOps, NLP, Git, GCP, Spark",Associate,3,Retail,2024-03-12,2024-04-01,1670,6.2,Quantum Computing Inc,"['MLOps', 'NLP', 'Git', 'GCP', 'Spark']"
AI03860,Data Analyst,123441,USD,SE,PT,Singapore,M,Singapore,50,"AWS, MLOps, Computer Vision",Bachelor,9,Healthcare,2024-05-29,2024-08-03,560,8.7,Cognitive Computing,"['AWS', 'MLOps', 'Computer Vision']"
AI03861,Head of AI,188613,USD,EX,PT,Ireland,L,Ireland,100,"R, GCP, MLOps",Associate,10,Healthcare,2025-04-01,2025-05-25,2456,5.0,Predictive Systems,"['R', 'GCP', 'MLOps']"
AI03862,Head of AI,87706,USD,SE,CT,Ireland,L,Ireland,0,"GCP, Kubernetes, SQL, PyTorch",Bachelor,6,Education,2024-06-20,2024-07-05,1737,7.4,Smart Analytics,"['GCP', 'Kubernetes', 'SQL', 'PyTorch']"
